sku,price,product_id,product_name,product_tags,stock_quantity,expiration_date,product_ratings,warranty_period,product_category,manufacturing_date,product_dimensions,product_description,color_size_variations
SKU-FAS-BAG-01056,1477.70,P001056,Deluxe Leather Bag,"giftable, new",623,,4.4,2 years,Fashion,2021-05-09,84x55x32 cm,"A deluxe bag made from leather, suitable for everyday use in the fashion category.",Colors: Green/Pink/Brown/Gray; Sizes: One Size/XL
SKU-SPO-TEA-01057,2384.24,P001057,Classic Plastic Team Sport,"lightweight, limited, sale",396,,4.0,2 years,Sports,2025-07-02,113x43x8 cm,"A classic team sport made from plastic, suitable for everyday use in the sports category.",Colors: Gray/Silver/Red/Pink; Sizes: XL/One Size/XS
SKU-TOY-PUZ-01058,666.72,P001058,Max Steel Puzzle,"durable, eco-friendly, new",647,,4.5,3 months,Toys,2021-01-21,89x86x33 cm,"A max puzzle made from steel, suitable for everyday use in the toys category.",Colors: Black; Sizes: L
SKU-FAS-SHO-01059,1003.53,P001059,Premium Leather Shoe,"durable, giftable, sale",1132,,4.8,No Warranty,Fashion,2024-05-17,112x74x12 cm,"A premium shoe made from leather, suitable for everyday use in the fashion category.",Colors: Red; Sizes: XL
SKU-BEA-SKI-01060,766.27,P001060,Smart Silicone Skincare,"bestseller, durable, giftable, trending",1107,2025-03-31,4.0,3 years,Beauty,2024-02-03,65x38x54 cm,"A smart skincare made from silicone, suitable for everyday use in the beauty category.",Colors: Black/Blue; Sizes: M/XS
SKU-ELE-SMA-01061,1700.73,P001061,Eco Steel Smartphone,"durable, family, limited, new",1474,,4.4,1 year,Electronics,2023-03-11,18x80x57 cm,"A eco smartphone made from steel, suitable for everyday use in the electronics category.",Colors: Gold/Green/White; Sizes: M/XL/S
SKU-OFF-TEC-01062,1082.81,P001062,Pro Aluminum Tech,"giftable, lightweight",1166,,3.8,1 year,Office,2021-04-17,97x7x42 cm,"A pro tech made from aluminum, suitable for everyday use in the office category.",Colors: Gold/Black; Sizes: XS
SKU-BEA-FRA-01063,123.77,P001063,Smart Plastic Fragrance,"lightweight, trending",555,2024-01-01,4.9,6 months,Beauty,2022-08-29,21x81x39 cm,"A smart fragrance made from plastic, suitable for everyday use in the beauty category.",Colors: Silver/Gold/Gray; Sizes: S/M
SKU-ELE-AUD-01064,296.48,P001064,Portable Wood Audio,"eco-friendly, family, professional",704,,4.0,1 year,Electronics,2024-06-05,22x45x60 cm,"A portable audio made from wood, suitable for everyday use in the electronics category.",Colors: Brown; Sizes: M
SKU-BEA-HAI-01065,1101.73,P001065,Pro Aluminum Haircare,"durable, limited, premium, professional",60,2024-05-04,3.3,1 year,Beauty,2022-06-14,43x74x19 cm,"A pro haircare made from aluminum, suitable for everyday use in the beauty category.",Colors: Silver/Blue/White/Gold; Sizes: XL
SKU-BEA-MAK-01066,2076.93,P001066,Premium Silicone Makeup,"limited, new, professional, trending",280,2024-01-15,4.3,3 months,Beauty,2022-08-12,18x26x45 cm,"A premium makeup made from silicone, suitable for everyday use in the beauty category.",Colors: Blue/White; Sizes: One Size
SKU-OFF-FUR-01067,1585.09,P001067,Pro Wood Furniture,"durable, giftable, limited, premium",948,,2.9,6 months,Office,2023-10-11,73x87x35 cm,"A pro furniture made from wood, suitable for everyday use in the office category.",Colors: Silver/Gray/Brown; Sizes: S
SKU-SPO-OUT-01068,354.15,P001068,Pro Cotton Outdoor,"bestseller, lightweight, new, professional",640,,3.5,2 years,Sports,2021-07-27,46x67x24 cm,"A pro outdoor made from cotton, suitable for everyday use in the sports category.",Colors: Black/Gray/Brown; Sizes: M/XL
SKU-HOM-APP-01069,771.59,P001069,Ultra Silicone Appliance,"lightweight, sale",965,,4.4,3 years,Home & Kitchen,2022-04-17,32x50x50 cm,"A ultra appliance made from silicone, suitable for everyday use in the home & kitchen category.",Colors: White/Pink/Brown; Sizes: XL/M
SKU-OFF-FUR-01070,2119.27,P001070,Classic Aluminum Furniture,"limited, professional",1235,,2.6,3 months,Office,2022-02-21,67x70x35 cm,"A classic furniture made from aluminum, suitable for everyday use in the office category.",Colors: Gray; Sizes: L
SKU-HOM-COO-01071,602.91,P001071,Essential Glass Cookware,"eco-friendly, giftable, professional",1319,,4.8,3 months,Home & Kitchen,2023-12-04,59x9x33 cm,"A essential cookware made from glass, suitable for everyday use in the home & kitchen category.",Colors: Silver; Sizes: L
SKU-OFF-FUR-01072,2068.88,P001072,Premium Aluminum Furniture,"professional, sale, trending",890,,3.3,No Warranty,Office,2022-01-12,45x28x8 cm,"A premium furniture made from aluminum, suitable for everyday use in the office category.",Colors: Red/Silver/Brown; Sizes: XL/XS
SKU-HOM-FUR-01073,893.81,P001073,Max Plastic Furniture,"lightweight, professional",1404,,3.0,6 months,Home & Kitchen,2023-09-07,116x53x32 cm,"A max furniture made from plastic, suitable for everyday use in the home & kitchen category.",Colors: Gold/Blue/Brown/Green; Sizes: M
SKU-BEA-HAI-01074,1471.20,P001074,Deluxe Wood Haircare,"family, new, premium, professional",1178,2025-06-04,3.4,1 year,Beauty,2022-06-11,38x48x4 cm,"A deluxe haircare made from wood, suitable for everyday use in the beauty category.",Colors: White; Sizes: XL
SKU-GRO-FRO-01075,1330.56,P001075,Eco Steel Frozen,"family, giftable, sale, trending",479,2028-01-30,4.3,No Warranty,Grocery,2025-09-02,17x15x35 cm,"A eco frozen made from steel, suitable for everyday use in the grocery category.",Colors: Blue/Green/Gold; Sizes: One Size/XL
SKU-SPO-ACC-01076,1459.17,P001076,Pro Silicone Accessorie,"durable, giftable, premium, professional",897,,3.9,6 months,Sports,2021-12-16,110x67x22 cm,"A pro accessorie made from silicone, suitable for everyday use in the sports category.",Colors: Gray/White; Sizes: XS/S/XL
SKU-HOM-DEC-01077,1829.15,P001077,Essential Silicone Decor,"giftable, sale",1247,,4.7,3 years,Home & Kitchen,2024-09-14,112x14x53 cm,"A essential decor made from silicone, suitable for everyday use in the home & kitchen category.",Colors: Brown/Pink; Sizes: L
SKU-ELE-ACC-01078,2290.17,P001078,Max Aluminum Accessorie,"eco-friendly, giftable, trending",537,,4.5,6 months,Electronics,2022-11-05,106x31x28 cm,"A max accessorie made from aluminum, suitable for everyday use in the electronics category.",Colors: White; Sizes: One Size
SKU-BEA-SKI-01079,1881.19,P001079,Eco Cotton Skincare,"bestseller, durable, new, sale",1098,2024-04-21,2.7,3 months,Beauty,2021-08-22,83x67x54 cm,"A eco skincare made from cotton, suitable for everyday use in the beauty category.",Colors: Brown; Sizes: One Size/XL/S
SKU-HOM-DEC-01080,929.15,P001080,Ultra Steel Decor,"bestseller, durable, family",302,,4.7,1 year,Home & Kitchen,2024-02-22,79x31x15 cm,"A ultra decor made from steel, suitable for everyday use in the home & kitchen category.",Colors: Pink; Sizes: XS/M/S
SKU-FAS-SHO-01081,309.03,P001081,Premium Plastic Shoe,"durable, eco-friendly, lightweight, sale",493,,4.0,No Warranty,Fashion,2025-06-01,36x73x9 cm,"A premium shoe made from plastic, suitable for everyday use in the fashion category.",Colors: White/Red/Gold; Sizes: XL
SKU-ELE-WEA-01082,2139.68,P001082,Smart Plastic Wearable,"lightweight, professional",1468,,2.6,6 months,Electronics,2021-09-09,12x22x20 cm,"A smart wearable made from plastic, suitable for everyday use in the electronics category.",Colors: Gold/White; Sizes: One Size/XL
SKU-OFF-FUR-01083,353.94,P001083,Deluxe Leather Furniture,"durable, family, limited, professional",900,,3.0,6 months,Office,2021-06-11,70x81x26 cm,"A deluxe furniture made from leather, suitable for everyday use in the office category.",Colors: Black; Sizes: M/XL/One Size
SKU-TOY-EDU-01084,1128.65,P001084,Smart Aluminum Educational,"durable, eco-friendly, lightweight, premium",504,,4.1,1 year,Toys,2021-06-26,110x53x16 cm,"A smart educational made from aluminum, suitable for everyday use in the toys category.",Colors: White/Brown/Gold; Sizes: S/L
SKU-ELE-LAP-01085,1181.47,P001085,Mini Glass Laptop,"durable, new, professional, trending",372,,2.6,3 months,Electronics,2023-07-25,74x81x27 cm,"A mini laptop made from glass, suitable for everyday use in the electronics category.",Colors: Green/Blue; Sizes: XS/L/M
SKU-SPO-FIT-01086,195.97,P001086,Essential Leather Fitnes,"durable, giftable",214,,5.0,1 year,Sports,2024-06-30,46x86x58 cm,"A essential fitnes made from leather, suitable for everyday use in the sports category.",Colors: Gold/Green/Black; Sizes: XS/One Size
SKU-BEA-WEL-01087,342.74,P001087,Mini Steel Wellnes,"bestseller, family, premium, sale",438,2022-04-12,2.9,1 year,Beauty,2021-01-17,31x59x9 cm,"A mini wellnes made from steel, suitable for everyday use in the beauty category.",Colors: White/Gray/Red/Green; Sizes: S/XS
SKU-TOY-BOA-01088,1240.76,P001088,Premium Leather Board Game,"eco-friendly, family, new, premium",532,,4.4,3 years,Toys,2024-11-24,115x82x41 cm,"A premium board game made from leather, suitable for everyday use in the toys category.",Colors: Brown/Gray/Pink; Sizes: M/One Size
SKU-HOM-STO-01089,343.77,P001089,Smart Silicone Storage,"bestseller, family, giftable, trending",1005,,3.6,3 months,Home & Kitchen,2021-09-10,7x87x28 cm,"A smart storage made from silicone, suitable for everyday use in the home & kitchen category.",Colors: Black/Red/Green; Sizes: XL
SKU-HOM-FUR-01090,1373.19,P001090,Ultra Glass Furniture,"family, lightweight, sale",907,,4.4,2 years,Home & Kitchen,2024-08-28,33x34x14 cm,"A ultra furniture made from glass, suitable for everyday use in the home & kitchen category.",Colors: Green; Sizes: S
SKU-ELE-WEA-01091,2355.48,P001091,Premium Plastic Wearable,"eco-friendly, giftable",714,,3.8,3 years,Electronics,2022-01-31,116x58x2 cm,"A premium wearable made from plastic, suitable for everyday use in the electronics category.",Colors: Blue/Silver/Green/Gold; Sizes: XS
SKU-SPO-FIT-01092,2156.57,P001092,Pro Wood Fitnes,"eco-friendly, new, sale",476,,4.0,3 years,Sports,2021-06-24,88x50x29 cm,"A pro fitnes made from wood, suitable for everyday use in the sports category.",Colors: White/Black/Gray; Sizes: One Size/L/M
SKU-HOM-FUR-01093,680.44,P001093,Eco Wood Furniture,"bestseller, eco-friendly, premium, sale",491,,3.9,No Warranty,Home & Kitchen,2025-09-17,12x84x31 cm,"A eco furniture made from wood, suitable for everyday use in the home & kitchen category.",Colors: Green/Gray; Sizes: XS/XL
SKU-OFF-FUR-01094,2457.48,P001094,Essential Leather Furniture,"eco-friendly, professional, sale",1176,,3.0,3 months,Office,2023-04-14,52x15x32 cm,"A essential furniture made from leather, suitable for everyday use in the office category.",Colors: Green; Sizes: One Size/S/XL
SKU-TOY-EDU-01095,93.43,P001095,Compact Steel Educational,"lightweight, new",625,,3.8,No Warranty,Toys,2023-02-23,93x53x14 cm,"A compact educational made from steel, suitable for everyday use in the toys category.",Colors: Gray/Gold; Sizes: One Size/S
SKU-ELE-LAP-01096,1488.41,P001096,Premium Steel Laptop,"durable, giftable, limited, trending",484,,4.7,1 year,Electronics,2023-03-12,97x22x5 cm,"A premium laptop made from steel, suitable for everyday use in the electronics category.",Colors: Black; Sizes: L/One Size
SKU-GRO-BEV-01097,1239.85,P001097,Premium Plastic Beverage,"bestseller, lightweight, limited, new",279,2025-08-08,3.9,No Warranty,Grocery,2022-11-15,8x64x14 cm,"A premium beverage made from plastic, suitable for everyday use in the grocery category.",Colors: Blue/Brown/White/Black; Sizes: XL
SKU-TOY-BOA-01098,2212.07,P001098,Premium Silicone Board Game,"durable, sale, trending",1341,,3.7,3 months,Toys,2023-03-10,20x8x52 cm,"A premium board game made from silicone, suitable for everyday use in the toys category.",Colors: Pink; Sizes: XL
SKU-FAS-BAG-01099,2086.41,P001099,Compact Silicone Bag,"professional, sale",931,,3.3,1 year,Fashion,2022-06-10,11x23x53 cm,"A compact bag made from silicone, suitable for everyday use in the fashion category.",Colors: Blue/Silver; Sizes: XS
SKU-TOY-EDU-01100,456.79,P001100,Portable Cotton Educational,"premium, sale",1203,,4.4,3 months,Toys,2022-07-07,98x90x47 cm,"A portable educational made from cotton, suitable for everyday use in the toys category.",Colors: Pink/Brown/Blue; Sizes: XL/XS
SKU-BEA-HAI-01101,792.93,P001101,Deluxe Cotton Haircare,"giftable, new, professional",460,2023-07-18,3.5,3 years,Beauty,2021-09-25,64x82x53 cm,"A deluxe haircare made from cotton, suitable for everyday use in the beauty category.",Colors: Green/Silver; Sizes: M/XL/One Size
SKU-HOM-DEC-01102,268.88,P001102,Premium Wood Decor,"giftable, sale, trending",1177,,2.8,2 years,Home & Kitchen,2024-09-28,79x16x11 cm,"A premium decor made from wood, suitable for everyday use in the home & kitchen category.",Colors: Green/Pink/Gold/Gray; Sizes: One Size/L/S
SKU-BEA-FRA-01103,2270.09,P001103,Deluxe Steel Fragrance,"family, lightweight",1024,2025-03-12,3.3,6 months,Beauty,2023-12-13,8x70x48 cm,"A deluxe fragrance made from steel, suitable for everyday use in the beauty category.",Colors: Brown; Sizes: XL
SKU-ELE-AUD-01104,218.95,P001104,Classic Wood Audio,"premium, trending",615,,2.6,2 years,Electronics,2021-03-31,99x72x60 cm,"A classic audio made from wood, suitable for everyday use in the electronics category.",Colors: Red/Silver; Sizes: M
SKU-SPO-ACC-01105,1125.36,P001105,Deluxe Aluminum Accessorie,"eco-friendly, sale, trending",80,,2.9,3 months,Sports,2023-10-30,78x72x27 cm,"A deluxe accessorie made from aluminum, suitable for everyday use in the sports category.",Colors: Black/Blue; Sizes: S
SKU-BEA-FRA-01106,2166.21,P001106,Pro Wood Fragrance,"giftable, professional",735,2023-05-05,4.7,3 months,Beauty,2022-11-05,5x12x2 cm,"A pro fragrance made from wood, suitable for everyday use in the beauty category.",Colors: Red/Green/Gold/Brown; Sizes: XL
SKU-HOM-FUR-01107,1292.80,P001107,Premium Steel Furniture,"new, premium, professional",1170,,4.4,No Warranty,Home & Kitchen,2025-04-23,20x37x8 cm,"A premium furniture made from steel, suitable for everyday use in the home & kitchen category.",Colors: Gold; Sizes: One Size/S/XL
SKU-FAS-SHO-01108,1856.69,P001108,Eco Silicone Shoe,"family, new, premium, trending",1191,,3.8,2 years,Fashion,2024-10-10,98x63x48 cm,"A eco shoe made from silicone, suitable for everyday use in the fashion category.",Colors: Green/Gray/White; Sizes: L/One Size/M
SKU-TOY-ACT-01109,62.52,P001109,Premium Steel Action Figure,"limited, trending",1222,,4.6,2 years,Toys,2025-07-30,70x40x44 cm,"A premium action figure made from steel, suitable for everyday use in the toys category.",Colors: White; Sizes: S/L/XS
SKU-HOM-FUR-01110,235.69,P001110,Compact Cotton Furniture,"premium, sale",1237,,4.1,3 years,Home & Kitchen,2024-02-12,38x47x33 cm,"A compact furniture made from cotton, suitable for everyday use in the home & kitchen category.",Colors: Black/Red; Sizes: M/XS/XL
SKU-GRO-SNA-01111,697.94,P001111,Smart Glass Snack,"family, lightweight, sale, trending",841,2022-11-30,3.3,No Warranty,Grocery,2021-03-03,41x79x57 cm,"A smart snack made from glass, suitable for everyday use in the grocery category.",Colors: Black/White; Sizes: XL
SKU-FAS-KID-01112,2026.22,P001112,Pro Steel Kid,"family, limited",1446,,3.8,No Warranty,Fashion,2025-04-26,93x69x10 cm,"A pro kid made from steel, suitable for everyday use in the fashion category.",Colors: Brown/Green/Black/White; Sizes: S/XS
SKU-GRO-DAI-01113,658.88,P001113,Compact Silicone Dairy,"durable, eco-friendly, limited",665,2023-07-26,3.1,No Warranty,Grocery,2021-10-06,86x29x27 cm,"A compact dairy made from silicone, suitable for everyday use in the grocery category.",Colors: Black/Brown/Green/Gray; Sizes: XL
SKU-HOM-FUR-01114,272.41,P001114,Portable Cotton Furniture,"durable, new, premium, professional",237,,3.5,No Warranty,Home & Kitchen,2024-11-07,85x27x51 cm,"A portable furniture made from cotton, suitable for everyday use in the home & kitchen category.",Colors: Gold/White/Black; Sizes: L
SKU-FAS-WOM-01115,1069.03,P001115,Premium Aluminum Women,"bestseller, new, professional",48,,2.7,2 years,Fashion,2021-04-21,36x71x10 cm,"A premium women made from aluminum, suitable for everyday use in the fashion category.",Colors: Red/Blue; Sizes: One Size/L/XS
SKU-GRO-BEV-01116,1638.88,P001116,Portable Steel Beverage,"family, limited, sale",541,2026-06-26,3.4,No Warranty,Grocery,2023-12-27,99x59x28 cm,"A portable beverage made from steel, suitable for everyday use in the grocery category.",Colors: Black/Green/Blue/White; Sizes: L/S
SKU-SPO-TEA-01117,1556.98,P001117,Premium Plastic Team Sport,"eco-friendly, lightweight, professional, sale",681,,2.5,1 year,Sports,2022-04-30,97x85x14 cm,"A premium team sport made from plastic, suitable for everyday use in the sports category.",Colors: Silver/Gray; Sizes: XS/L
SKU-TOY-BOA-01118,2350.79,P001118,Portable Wood Board Game,"giftable, new, trending",207,,4.2,1 year,Toys,2025-03-15,90x28x26 cm,"A portable board game made from wood, suitable for everyday use in the toys category.",Colors: Gold/Silver/Brown/White; Sizes: M
SKU-HOM-FUR-01119,2131.48,P001119,Ultra Leather Furniture,"bestseller, eco-friendly, lightweight",905,,4.6,6 months,Home & Kitchen,2023-11-12,106x84x19 cm,"A ultra furniture made from leather, suitable for everyday use in the home & kitchen category.",Colors: Red; Sizes: XS/One Size
SKU-TOY-EDU-01120,1253.98,P001120,Mini Aluminum Educational,"limited, new, sale",989,,4.9,3 months,Toys,2022-09-10,35x45x56 cm,"A mini educational made from aluminum, suitable for everyday use in the toys category.",Colors: Gold/Brown/Blue; Sizes: S
SKU-HOM-APP-01121,2109.46,P001121,Pro Leather Appliance,"new, trending",1238,,4.4,3 months,Home & Kitchen,2025-02-20,50x37x37 cm,"A pro appliance made from leather, suitable for everyday use in the home & kitchen category.",Colors: Green/White/Gray; Sizes: One Size
SKU-OFF-FUR-01122,1330.33,P001122,Mini Plastic Furniture,"durable, family",949,,2.5,3 years,Office,2022-05-26,59x34x20 cm,"A mini furniture made from plastic, suitable for everyday use in the office category.",Colors: Gray/Brown/Blue; Sizes: XS/XL/M
SKU-TOY-BOA-01123,1015.84,P001123,Premium Leather Board Game,"durable, sale",37,,4.6,No Warranty,Toys,2022-12-13,10x28x6 cm,"A premium board game made from leather, suitable for everyday use in the toys category.",Colors: Green/White; Sizes: S/One Size/XS
SKU-HOM-DEC-01124,1530.19,P001124,Premium Aluminum Decor,"family, giftable, professional, trending",1081,,2.5,3 months,Home & Kitchen,2023-05-19,68x23x7 cm,"A premium decor made from aluminum, suitable for everyday use in the home & kitchen category.",Colors: Black; Sizes: S
SKU-ELE-LAP-01125,1379.13,P001125,Compact Silicone Laptop,"limited, new, professional",1212,,4.0,No Warranty,Electronics,2024-06-29,15x16x52 cm,"A compact laptop made from silicone, suitable for everyday use in the electronics category.",Colors: Pink/White/Red; Sizes: One Size
SKU-OFF-STA-01126,1906.00,P001126,Max Silicone Stationery,"durable, eco-friendly, premium",1136,,2.6,3 years,Office,2023-04-30,18x85x49 cm,"A max stationery made from silicone, suitable for everyday use in the office category.",Colors: Gray; Sizes: XS/XL
SKU-SPO-TEA-01127,2168.99,P001127,Mini Cotton Team Sport,"bestseller, eco-friendly, giftable",19,,2.8,3 months,Sports,2024-07-11,61x48x15 cm,"A mini team sport made from cotton, suitable for everyday use in the sports category.",Colors: Pink; Sizes: XL
SKU-OFF-TEC-01128,1181.82,P001128,Essential Steel Tech,"bestseller, new, trending",958,,4.4,3 years,Office,2024-05-11,34x64x8 cm,"A essential tech made from steel, suitable for everyday use in the office category.",Colors: Brown; Sizes: S/One Size
SKU-BEA-WEL-01129,632.02,P001129,Max Leather Wellnes,"bestseller, giftable, trending",1004,2026-03-05,3.8,1 year,Beauty,2025-05-06,48x34x3 cm,"A max wellnes made from leather, suitable for everyday use in the beauty category.",Colors: Blue; Sizes: XL/XS
SKU-GRO-PAN-01130,41.74,P001130,Ultra Steel Pantry,"bestseller, eco-friendly, professional",1333,2024-10-23,4.7,No Warranty,Grocery,2022-06-11,107x22x14 cm,"A ultra pantry made from steel, suitable for everyday use in the grocery category.",Colors: Brown/Black/Gold/Green; Sizes: L/XL/M
SKU-OFF-PRI-01131,54.70,P001131,Deluxe Silicone Printing,"limited, premium",906,,4.2,No Warranty,Office,2024-10-29,60x84x45 cm,"A deluxe printing made from silicone, suitable for everyday use in the office category.",Colors: Blue/White/Silver; Sizes: One Size
SKU-HOM-DEC-01132,974.04,P001132,Classic Wood Decor,"eco-friendly, family, giftable, sale",9,,4.8,3 months,Home & Kitchen,2023-09-11,30x51x3 cm,"A classic decor made from wood, suitable for everyday use in the home & kitchen category.",Colors: White/Gray; Sizes: XL
SKU-FAS-KID-01133,1260.95,P001133,Mini Aluminum Kid,"durable, new",451,,2.5,No Warranty,Fashion,2021-02-18,99x59x39 cm,"A mini kid made from aluminum, suitable for everyday use in the fashion category.",Colors: Black/Blue; Sizes: M
SKU-HOM-DEC-01134,1910.30,P001134,Ultra Cotton Decor,"family, limited",1462,,5.0,3 years,Home & Kitchen,2024-02-01,42x56x46 cm,"A ultra decor made from cotton, suitable for everyday use in the home & kitchen category.",Colors: Red/Green/White; Sizes: XS
SKU-GRO-BEV-01135,2280.64,P001135,Compact Aluminum Beverage,"bestseller, durable, lightweight",861,2025-02-07,5.0,No Warranty,Grocery,2022-06-16,69x79x51 cm,"A compact beverage made from aluminum, suitable for everyday use in the grocery category.",Colors: Gray/Silver; Sizes: One Size/XS
SKU-FAS-BAG-01136,2269.47,P001136,Compact Silicone Bag,"bestseller, durable, giftable, lightweight",674,,2.7,3 months,Fashion,2025-07-12,80x52x49 cm,"A compact bag made from silicone, suitable for everyday use in the fashion category.",Colors: Green/Blue/Gold; Sizes: XS/XL/L
SKU-FAS-WOM-01137,52.05,P001137,Essential Leather Women,"family, lightweight, trending",605,,3.2,3 years,Fashion,2025-05-31,112x52x50 cm,"A essential women made from leather, suitable for everyday use in the fashion category.",Colors: Black/Silver; Sizes: L
SKU-HOM-COO-01138,157.55,P001138,Ultra Glass Cookware,"giftable, lightweight, limited, professional",1024,,2.8,1 year,Home & Kitchen,2023-08-08,108x38x49 cm,"A ultra cookware made from glass, suitable for everyday use in the home & kitchen category.",Colors: Red; Sizes: L
SKU-GRO-PAN-01139,1941.90,P001139,Eco Steel Pantry,"eco-friendly, family, trending",905,2025-06-17,2.7,No Warranty,Grocery,2022-08-31,69x46x46 cm,"A eco pantry made from steel, suitable for everyday use in the grocery category.",Colors: Blue; Sizes: S/M/XL
SKU-TOY-BOA-01140,2234.28,P001140,Deluxe Wood Board Game,"eco-friendly, new, sale",380,,3.8,6 months,Toys,2024-02-11,10x62x27 cm,"A deluxe board game made from wood, suitable for everyday use in the toys category.",Colors: Gold/Red/Blue/Gray; Sizes: One Size
SKU-BEA-MAK-01141,1192.33,P001141,Eco Leather Makeup,"giftable, lightweight, new, premium",1416,2023-04-10,4.0,3 months,Beauty,2021-10-11,119x72x28 cm,"A eco makeup made from leather, suitable for everyday use in the beauty category.",Colors: Black/Green/Gold/Gray; Sizes: S/One Size/XS
SKU-GRO-PAN-01142,20.03,P001142,Eco Aluminum Pantry,"bestseller, durable, professional",52,2026-10-26,4.9,No Warranty,Grocery,2024-11-08,65x30x37 cm,"A eco pantry made from aluminum, suitable for everyday use in the grocery category.",Colors: Gold/Green/Black/Blue; Sizes: One Size
SKU-GRO-FRO-01143,1843.17,P001143,Ultra Steel Frozen,"bestseller, new, premium",1024,2027-04-21,3.7,No Warranty,Grocery,2024-05-04,49x37x11 cm,"A ultra frozen made from steel, suitable for everyday use in the grocery category.",Colors: Gray/Green; Sizes: S
SKU-OFF-FUR-01144,1141.32,P001144,Deluxe Wood Furniture,"bestseller, family, professional",422,,2.6,3 months,Office,2022-01-05,27x87x10 cm,"A deluxe furniture made from wood, suitable for everyday use in the office category.",Colors: Silver/Pink/Gold/Green; Sizes: L
SKU-HOM-DEC-01145,1949.69,P001145,Portable Steel Decor,"giftable, limited, premium, trending",322,,4.7,6 months,Home & Kitchen,2024-06-17,19x41x18 cm,"A portable decor made from steel, suitable for everyday use in the home & kitchen category.",Colors: Silver; Sizes: XS
SKU-TOY-BOA-01146,1463.35,P001146,Premium Glass Board Game,"bestseller, eco-friendly, new, sale",366,,2.6,3 months,Toys,2022-01-19,100x57x37 cm,"A premium board game made from glass, suitable for everyday use in the toys category.",Colors: Green/Pink/White/Black; Sizes: XL/XS
SKU-HOM-DEC-01147,2304.36,P001147,Ultra Steel Decor,"family, new, professional",164,,4.8,1 year,Home & Kitchen,2023-03-31,118x10x57 cm,"A ultra decor made from steel, suitable for everyday use in the home & kitchen category.",Colors: Brown/Red/Gray; Sizes: L
SKU-OFF-FUR-01148,944.94,P001148,Classic Aluminum Furniture,"giftable, limited, trending",458,,2.8,1 year,Office,2025-10-13,25x77x18 cm,"A classic furniture made from aluminum, suitable for everyday use in the office category.",Colors: Gray; Sizes: XL
SKU-ELE-AUD-01149,156.85,P001149,Smart Aluminum Audio,"eco-friendly, limited, premium, professional",716,,4.3,2 years,Electronics,2024-06-15,46x18x45 cm,"A smart audio made from aluminum, suitable for everyday use in the electronics category.",Colors: Blue/Pink/Brown/Green; Sizes: S
SKU-HOM-DEC-01150,1632.27,P001150,Eco Cotton Decor,"lightweight, professional, trending",611,,3.9,1 year,Home & Kitchen,2025-05-01,12x21x54 cm,"A eco decor made from cotton, suitable for everyday use in the home & kitchen category.",Colors: Silver/Blue/Pink/Gold; Sizes: XL
SKU-SPO-CYC-01151,665.60,P001151,Eco Silicone Cycling,"new, professional, sale, trending",1283,,3.4,1 year,Sports,2024-04-15,97x5x33 cm,"A eco cycling made from silicone, suitable for everyday use in the sports category.",Colors: Silver/Gold/Black/White; Sizes: XL
SKU-ELE-SMA-01152,1489.57,P001152,Max Wood Smartphone,"new, premium",339,,4.4,6 months,Electronics,2022-01-17,104x43x57 cm,"A max smartphone made from wood, suitable for everyday use in the electronics category.",Colors: Green/Gray/Black; Sizes: S/One Size/XL
SKU-GRO-SNA-01153,437.41,P001153,Eco Glass Snack,"bestseller, durable, new, professional",343,2023-11-14,2.7,No Warranty,Grocery,2022-05-17,108x52x58 cm,"A eco snack made from glass, suitable for everyday use in the grocery category.",Colors: Silver/Green; Sizes: One Size/XS
SKU-BEA-FRA-01154,1739.37,P001154,Max Aluminum Fragrance,"eco-friendly, trending",426,2025-07-14,4.4,3 months,Beauty,2024-07-01,29x25x19 cm,"A max fragrance made from aluminum, suitable for everyday use in the beauty category.",Colors: Blue/Black/Gray/Brown; Sizes: One Size/XL/S
SKU-HOM-STO-01155,230.70,P001155,Classic Aluminum Storage,"family, premium, professional",1187,,3.6,6 months,Home & Kitchen,2021-04-28,101x81x26 cm,"A classic storage made from aluminum, suitable for everyday use in the home & kitchen category.",Colors: Black/White; Sizes: S
SKU-OFF-ORG-01156,1205.39,P001156,Eco Plastic Organization,"premium, sale",632,,3.4,3 months,Office,2024-04-19,13x6x25 cm,"A eco organization made from plastic, suitable for everyday use in the office category.",Colors: Brown; Sizes: L
SKU-GRO-DAI-01157,456.11,P001157,Compact Wood Dairy,"eco-friendly, sale, trending",914,2023-11-21,3.1,No Warranty,Grocery,2021-06-05,52x34x47 cm,"A compact dairy made from wood, suitable for everyday use in the grocery category.",Colors: Silver/Blue/Gold/Gray; Sizes: XS/S
SKU-ELE-WEA-01158,1124.17,P001158,Deluxe Plastic Wearable,"durable, eco-friendly, professional, sale",468,,2.5,2 years,Electronics,2021-02-24,25x89x48 cm,"A deluxe wearable made from plastic, suitable for everyday use in the electronics category.",Colors: Red; Sizes: One Size
SKU-HOM-COO-01159,2150.84,P001159,Smart Glass Cookware,"bestseller, family, limited, sale",726,,3.3,6 months,Home & Kitchen,2021-01-21,31x22x7 cm,"A smart cookware made from glass, suitable for everyday use in the home & kitchen category.",Colors: Gray; Sizes: L/XL
